;Unnamed: 0;s;o;KindOfLink;sBT;sNT;sRT;sPrefLabel;sAltLabels;oPrefLabel;oDefinition;oAltLabels;oBT;oNT;oRT;similaritySInW;wmdistance;Mwmdistance;SMwmdistance;nhammingSim;MnhammingSim;SMnhammingSim
867;867;http://linkeddata.ge.imati.cnr.it/resource/ThIST/precambriano;http://dbpedia.org/resource/Category:Precambrian;E;;Riphean| Sinian| Hadrynian| Keweenawan| upper Proterozoic| Palaeohelikian| Karelian| Archean| Ediacaran| Wopmay Orogeny| lower Proterozoic| Birrimian| upper Riphean| Aphebian| middle Precambrian| Proterozoic| Lewisian| middle Proterozoic| upper Precambrian| Neohelikian| Helikian| Torridonian| Eocambrian| Brioverian| Pan-African Orogeny| Svecofennian| Huronian| Assyntic Orogeny| Vendian| upper Sinian| Infracambrian| Penokean Orogeny| Grenvillian Orogeny| Karelian Orogeny| Mesoproterozoic| Laxfordian| lower Archean| Moinian| Carpentarian| Avalonian Orogeny| Kenoran Orogeny| Paleoproterozoic| Hudsonian Orogeny| Jotnian| Katangan Orogeny| Algonkian| Adelaidean;Dalradian| Moldanubian| Cadomian Orogeny| Vindhyan| Precambrian Orogeny| Beltian Orogeny| Baikalian Phase;Precambrian;;Precambrian;;;Geological eons| International Commission on Stratigraphy geologic time scale of Earth;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
868;868;http://linkeddata.ge.imati.cnr.it/resource/ThIST/precessione;http://dbpedia.org/resource/Category:Precession;E;;;Earth rotation| orbit| rotation| processes| nutation| planets;precession;;Precession;;;Astrometry| Rotation in three dimensions| Rigid bodies| Planetary science| Technical factors of astrology;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
869;869;http://linkeddata.ge.imati.cnr.it/resource/ThIST/precipitazionechimica;http://dbpedia.org/resource/Category:Precipitation;E;;;runoff| atmospheric precipitation| hydrology| crystallization| geochemistry| sedimentation| salt water| watersheds| storms| water;precipitation;;Precipitation;;;Forms of water| Clouds, fog and precipitation;;Clouds;0.0;0.0;0.0;0.0;0.0;0.0;0.0
870;870;http://linkeddata.ge.imati.cnr.it/resource/ThIST/predatore;http://dbpedia.org/resource/Category:Predators;E;;;paleoecology| ecology;predators;;Predators;;;Predation| Carnivorous animals;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
871;871;http://linkeddata.ge.imati.cnr.it/resource/ThIST/predazione;http://dbpedia.org/resource/Category:Predation;E;;;paleontology| trophic analysis| diet| nutrition;predation;;Predation;;;Causes of death| Animal death| Eating behaviors;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
872;872;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pressione;http://dbpedia.org/resource/Category:Pressure;E;;high pressure| overpressure| hydrostatic pressure| capillary pressure| hydraulic pressure| pore pressure| partial pressure| water pressure| atmospheric pressure| low pressure;confining pressure| phase equilibria| retaining walls| stress| fluid pressure| P-T conditions| load pressure| tension| compression| deformation| geopressure| fluid inclusions| earth pressure| pressuremeters;pressure;;Pressure;;;Physical quantities;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
873;873;http://linkeddata.ge.imati.cnr.it/resource/ThIST/prevenzione;http://dbpedia.org/resource/Category:Prevention;E;;;seismic risk| risk assessment| volcanic risk| conservation| geologic hazards| land use maps| safety| legislation| natural hazards;prevention;;Prevention;;;Public health| Determinants of health;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
874;874;http://linkeddata.ge.imati.cnr.it/resource/ThIST/previsione;http://dbpedia.org/resource/Category:Prediction;E;;;mineral exploration| vibration| feasibility studies| case studies;prediction;;Prediction;;;Statements| Future;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
875;875;http://linkeddata.ge.imati.cnr.it/resource/ThIST/protezioneambientale;http://dbpedia.org/resource/Category:Conservation;E;;;wetlands| erosion control| soils| land leases| waste disposal| energy conservation| protected areas| environmental monitoring| resources| environmental geology| pollution| depletion| wilderness areas| water management| environmental impact evaluation| land use| deforestation| reclamation| natural resources| prevention| national parks| land preservation| land management| environmental impact| basin management| protection| urbanization;conservation;;Conservation;;;Ecology| Natural resource management| Habitat| Environmental ethics;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
876;876;http://linkeddata.ge.imati.cnr.it/resource/ThIST/pubblicazione;http://dbpedia.org/resource/Category:Publications;E;;;monographs| theses| directory| bibliography| atlas| maps| lexicons| guidebook| survey organizations| manuals| textbooks| dictionaries| associations| catalogs| book reviews| glossaries;publications;;Publications;;;Sources| Publishing| Written communication;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
877;877;http://linkeddata.ge.imati.cnr.it/resource/ThIST/qualita;http://dbpedia.org/resource/Category:Quality;E;;water quality;;quality;;Quality;;;Evaluation;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
878;878;http://linkeddata.ge.imati.cnr.it/resource/ThIST/raccolta;http://dbpedia.org/resource/Category:Collecting;E;;;paleontology| minerals| mineral localities| popular geology| collections| mineralogy| fossil localities;collecting;;Collecting;;;Hobbies;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
879;879;http://linkeddata.ge.imati.cnr.it/resource/ThIST/radiazione;http://dbpedia.org/resource/Category:Radiation;E;;;beta rays| alpha rays| paleontology| biologic evolution| X-rays| electromagnetic radiation| background radiation| radioactivity| gamma rays| cosmic rays| isolation;radiation;;Radiation;;;Waves| Forms of energy| Physical phenomena| Transport phenomena;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
880;880;http://linkeddata.ge.imati.cnr.it/resource/ThIST/radioattivita;http://dbpedia.org/resource/Category:Radioactivity;E;;;neutron-neutron methods| beta rays| well-logging| radioactive tracers| fission tracks| radioactive series| alpha rays| radiation| synchrotron radiation| waste disposal| particle tracks| gamma-ray spectroscopy| autoradiography| applied geology| X-rays| alpha-ray spectroscopy| heat flow| gamma-gamma methods| radioactive waste| electromagnetic radiation| synchrotrons| radiation damage| pollution| decay constant| neutron methods| gamma-ray methods| radioactivity surveys| neutron-gamma methods| radioactivity methods| gamma rays| fallout| isotopes| scintillations| tracers| radioactive isotopes;radioactivity;;Radioactivity;;;Nuclear chemistry| Radiation| Nuclear physics| Temporal rates;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
881;881;http://linkeddata.ge.imati.cnr.it/resource/ThIST/regionemontuosa;http://dbpedia.org/resource/Category:Mountains;E;;;hills| landform description| alpine environment| geomorphology| landforms| mesas| highlands;mountains;;Mountains;;;Landforms;;Mountaineering| Mountain ranges| Climbing| Hills;0.0;0.0;0.0;0.0;0.0;0.0;0.0
882;882;http://linkeddata.ge.imati.cnr.it/resource/ThIST/reologia;http://dbpedia.org/resource/Category:Rheology;E;;;constitutive equations| rheomorphism| viscosity coefficient| creep| viscosity| flow lines| deformation| flow mechanism| plastic deformation| fluid dynamics;rheology;;Rheology;;;Non-Newtonian fluids| Continuum mechanics| Fluid dynamics;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
883;883;http://linkeddata.ge.imati.cnr.it/resource/ThIST/respirazione;http://dbpedia.org/resource/Category:Respiration;E;;;photosynthesis| processes| geochemistry;respiration;;Respiration;;;Animal physiology;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
884;884;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rete;http://dbpedia.org/resource/Category:Networks;E;;;seismic networks| computer networks| monitoring| geodetic networks| arrays;networks;;Networks;;;Physical systems;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
885;885;http://linkeddata.ge.imati.cnr.it/resource/ThIST/ricercascientifica;http://dbpedia.org/resource/Category:Research;E;;;programs| bibliography| current research| survey organizations| geology| associations| progress report;research;;Research;;;Knowledge| Inquiry| Science;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
886;886;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rif;http://dbpedia.org/resource/Category:Rif;E;;;;Rif;;Rif;;;Mountain ranges of Morocco| Geography of Oriental (Morocco)| Geography of Fès-Meknès| Geography of Tanger-Tetouan-Al Hoceima;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
887;887;http://linkeddata.ge.imati.cnr.it/resource/ThIST/riproduzione;http://dbpedia.org/resource/Category:Reproduction;E;;;paleontology| larvae| sexual dimorphism;reproduction;;Reproduction;;;Behavior| Biological processes| Life| Biological interactions;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
888;888;http://linkeddata.ge.imati.cnr.it/resource/ThIST/risorse;http://dbpedia.org/resource/Category:Resources;E;;;reserves| regulations| conservation| water resources| energy sources| mineral resources| natural resources;resources;;Resources;;;Production and manufacturing;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
889;889;http://linkeddata.ge.imati.cnr.it/resource/ThIST/roccia;http://dbpedia.org/resource/Category:Rocks;E;;;soft rocks| metasomatic rocks| standard rocks| metaigneous rocks| volcanic rocks| metasedimentary rocks| weak rocks| host rocks| chemically precipitated rocks| country rocks| source rocks| carbonate rocks| bedrock| aggregate| crystalline rocks| extrusive rocks| reservoir rocks| silicate rocks| metavolcanic rocks| inclusions| tight sands| sedimentary rocks| fluid inclusions| cap rock| plutonic rocks| hypabyssal rocks| paragenesis| metaplutonic rocks| metamorphic rocks;rocks;;Rocks;;;Geology| Physical objects;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
890;890;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rotazione;http://dbpedia.org/resource/Category:Rotation;E;;;length of day| plate rotation| precession| Earth| motions;rotation;;Rotation;;;Classical mechanics| Motion (physics)| Transformation (function);;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
891;891;http://linkeddata.ge.imati.cnr.it/resource/ThIST/rumoredifondo;http://dbpedia.org/resource/Category:Noise;E;;;signal-to-noise ratio| geophysical methods| microseisms| filters| signals| seismology;noise;;Noise;;;Signal processing| Telecommunication theory| Sound| Randomness;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
892;892;http://linkeddata.ge.imati.cnr.it/resource/ThIST/satellite;http://dbpedia.org/resource/Category:Satellites;E;;Mimas Satellite| Dione Satellite| Iapetus Satellite| Janus Satellite| Oberon Satellite| Triton Satellite| Adrastea Satellite| Hyperion Satellite| Galilean satellites| Enceladus Satellite| Tethys Satellite| Phobos Satellite| Umbriel Satellite| Callisto Satellite| Europa Satellite| Charon Satellite| icy satellites| Deimos Satellite| Phoebe Satellite| Titania Satellite| Moon| Ariel Satellite| Nereid Satellite| Miranda Satellite| Ganymede Satellite;orbit| Uranus| Saturn| Neptune| Mars| Pluto| Jupiter;satellites;;Satellites;;;Unmanned spacecraft;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
893;893;http://linkeddata.ge.imati.cnr.it/resource/ThIST/sedimento;http://dbpedia.org/resource/Category:Sediments;E;;clastic sediments| reworked sediments| erratics| boulders| gravel| sand| clay| residuum| flint clay| pebbles| ooze| alluvium| bottom sediments| residual clays| colluvium| quartz sand| lodgement till| drift| proluvium| till| shingle| stream sediments| outwash| carbonate sediments| dust| kaolin| boulder clay| loess| peat| marine sediments| guano| mud| silt| eluvium| gyttja| diamicton;origin| granulometry| breccia| coarse-grained materials| fines| sediment traps| liquefaction| oolitic texture| cement| reworking| soils| evaporites| wildflysch| lithification| sedimentary petrology| concretions| calcareous composition| morphoscopy| medium-grained| petrology| volcaniclastics| ferruginous composition| clasts| pore water| environmental analysis| petrography| hydrology| filtration| dolomitic composition| organic materials| gypsum| lithostratigraphy| sedimentation| permeability| glauconitic composition| sedimentary structures| arenaceous texture| hardground| provenance| biofacies| pyroclastic flows| river load| suspension| littoral drift| compactness| grain size| anhydrite| amygdules| terrigenous materials| sphericity| siliceous composition| marine geology| lake sediments| sediment-water interface| pisolitic texture| dolomitization| sorting| grains| weathering| entropy| unconsolidated materials| sedimentary bodies| ash flows| sedimentology| iron-rich composition| fossiliferous materials| diagenesis| argillaceous texture| siliciclastics| tempestite| grain size analysis| secondary porosity| volcanic ash| relict materials| deposition| ocean floors| dehydration| organic residues| pisoliths| lithofacies| sediment yield| size distribution| shape analysis| arkosic composition| bedload| sedimentary rocks| spherules| porosity| halite| engineering properties| heavy minerals| shells| turbidite| glacial geology| pyroclastics| clay mineralogy| placers| phi scale| fabric;sediments;;Sediments;;;Regolith| Geotechnical engineering| Sedimentology;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
